,alpha,beta,emit,sig1,sig2,sig3,converge
gekko x 14,0.26070335168,16.429912639,6.2954019837e-07,3.3315954964861696,5.414209130687359,9.546814739552435,1.0
scipy x 15,0.39745902541749745,17.607953719758857,7.3479888574462e-07,3.4555835706761986,5.502615241980439,9.904748792311857,1.0
gekko x 15,0.26070335168,16.429912639,6.2954019837e-07,3.4555835706761986,5.502615241980439,9.904748792311857,1.0
scipy x 16,0.16632851501381687,15.096928825241433,5.612519362372901e-07,2.8724150937923714,5.414358693427618,9.441215410464178,1.0
gekko x 16,0.26070335168,16.429912639,6.2954019837e-07,2.8724150937923714,5.414358693427618,9.441215410464178,1.0
scipy x 17,0.1771419193471006,17.639485841297535,6.333140026206879e-07,3.296428531380359,5.499703419600429,9.340757399273707,1.0
gekko x 17,0.26070335168,16.429912639,6.2954019837e-07,3.296428531380359,5.499703419600429,9.340757399273707,1.0
scipy x 18,0.231763351194956,16.591119160356765,6.403961497997097e-07,3.191599874301184,5.501801200831945,9.578314320115297,1.0
gekko x 18,0.26070335168,16.429912639,6.2954019837e-07,3.191599874301184,5.501801200831945,9.578314320115297,1.0
scipy x 19,0.3974090633542155,16.549643981504428,6.773951441621587e-07,3.209906664854062,5.395568399703465,9.818952861279586,1.0
gekko x 19,0.26070335168,16.429912639,6.2954019837e-07,3.209906664854062,5.395568399703465,9.818952861279586,1.0
scipy x 20,0.29905171591264873,16.701714241461126,6.795417119078739e-07,3.271223290854796,5.532540046887226,9.784538512798218,1.0
gekko x 20,0.26070335168,16.429912639,6.2954019837e-07,3.271223290854796,5.532540046887226,9.784538512798218,1.0
scipy x 21,0.25687676500349893,15.276828171667857,5.941005934199827e-07,2.936573749297071,5.387952522118129,9.572245121555842,1.0
gekko x 21,0.26070335168,16.429912639,6.2954019837e-07,2.936573749297071,5.387952522118129,9.572245121555842,1.0
scipy x 22,0.25981585571151666,17.55588526653291,6.515258442113447e-07,3.302913880969194,5.412218624707095,9.383923395983087,1.0
gekko x 22,0.26070335168,16.429912639,6.2954019837e-07,3.302913880969194,5.412218624707095,9.383923395983087,1.0
scipy x 23,0.12305187064047084,19.029736563696055,6.29128778245725e-07,3.434481464867762,5.524370405317521,9.125508137442258,1.0
gekko x 23,0.26070335168,16.429912639,6.2954019837e-07,3.434481464867762,5.524370405317521,9.125508137442258,1.0
scipy x 24,0.32525546364761865,17.929461685473026,7.095036291098714e-07,3.457835751841181,5.492759549571076,9.649160166779213,1.0
gekko x 24,0.26070335168,16.429912639,6.2954019837e-07,3.457835751841181,5.492759549571076,9.649160166779213,1.0
scipy x 25,0.1077447849214337,15.87077938335726,5.319573103700253e-07,2.889682313929333,5.316402337342633,9.083300371933163,1.0
gekko x 25,0.26070335168,16.429912639,6.2954019837e-07,2.889682313929333,5.316402337342633,9.083300371933163,1.0
scipy x 26,0.45208383413769765,15.165567907229294,6.402655349287725e-07,2.955354582659224,5.37415893564485,10.052512924156241,1.0
gekko x 26,0.26070335168,16.429912639,6.2954019837e-07,2.955354582659224,5.37415893564485,10.052512924156241,1.0
scipy x 27,0.5126756056594026,15.98070420560248,6.68584847378977e-07,3.0818186173964723,5.3316761274093345,10.075951586157668,1.0
gekko x 27,0.26070335168,16.429912639,6.2954019837e-07,3.0818186173964723,5.3316761274093345,10.075951586157668,1.0
scipy x 28,0.45386692390527045,15.851113879731951,6.70300885915754e-07,3.0966096546290327,5.397430082816378,10.044481266308347,1.0
gekko x 28,0.26070335168,16.429912639,6.2954019837e-07,3.0966096546290327,5.397430082816378,10.044481266308347,1.0
scipy x 29,0.1765306737630144,15.033819228443257,5.669737991258483e-07,2.876898198281807,5.429180950497577,9.49416116076174,1.0
gekko x 29,0.26070335168,16.429912639,6.2954019837e-07,2.876898198281807,5.429180950497577,9.49416116076174,1.0
scipy x 30,0.13208691314250645,16.972433266519534,5.75689201634684e-07,3.0990373226950854,5.38769309943086,9.134410070627121,1.0
gekko x 30,0.26070335168,16.429912639,6.2954019837e-07,3.0990373226950854,5.38769309943086,9.134410070627121,1.0
scipy x 31,0.4403269776358644,17.333743509903584,7.359426791966052e-07,3.4114094441088123,5.479771190528147,10.018769534510477,1.0
gekko x 31,0.26070335168,16.429912639,6.2954019837e-07,3.4114094441088123,5.479771190528147,10.018769534510477,1.0
scipy x 32,0.29943048951563805,17.90495715084767,6.837526803515432e-07,3.402383814639996,5.440491179771744,9.492657030827427,1.0
gekko x 32,0.26070335168,16.429912639,6.2954019837e-07,3.402383814639996,5.440491179771744,9.492657030827427,1.0
scipy x 33,0.3343999838093938,17.284968197230747,6.486725335350834e-07,3.239798534468562,5.292727898674115,9.389617590356888,1.0
gekko x 33,0.26070335168,16.429912639,6.2954019837e-07,3.239798534468562,5.292727898674115,9.389617590356888,1.0
scipy x 34,0.12323461209974859,18.315010908718904,6.173101277254707e-07,3.337341437820394,5.510280698098753,9.180385371630459,1.0
gekko x 34,0.26070335168,16.429912639,6.2954019837e-07,3.337341437820394,5.510280698098753,9.180385371630459,1.0
scipy x 35,0.11564447242962664,15.80290057207936,5.620621548261971e-07,2.960966148946944,5.453523654642522,9.338942733609272,1.0
gekko x 35,0.26070335168,16.429912639,6.2954019837e-07,2.960966148946944,5.453523654642522,9.338942733609272,1.0
scipy x 36,0.40103426666960307,15.397297516694747,6.50249978644537e-07,3.024322857751444,5.426336509050036,9.992644403808523,1.0
gekko x 36,0.26070335168,16.429912639,6.2954019837e-07,3.024322857751444,5.426336509050036,9.992644403808523,1.0
scipy x 37,0.1345399986596453,18.942850595386368,6.185111244178875e-07,3.3933258331833662,5.454182133840206,9.03932300497812,1.0
gekko x 37,0.26070335168,16.429912639,6.2954019837e-07,3.3933258331833662,5.454182133840206,9.03932300497812,1.0
scipy x 38,0.16413730750861202,17.329190367050845,6.231675471083059e-07,3.2456766422936374,5.5063888424198915,9.359549851924905,1.0
gekko x 38,0.26070335168,16.429912639,6.2954019837e-07,3.2456766422936374,5.5063888424198915,9.359549851924905,1.0
scipy x 39,0.5189637535966086,17.433006363573345,7.271498847558596e-07,3.3686286456606482,5.357208900225955,10.021265716858613,1.0
gekko x 39,0.26070335168,16.429912639,6.2954019837e-07,3.3686286456606482,5.357208900225955,10.021265716858613,1.0
scipy x 40,0.3411750619345891,17.699169720873723,6.771040633848312e-07,3.348784353478571,5.358721154755794,9.480659497535122,1.0
gekko x 40,0.26070335168,16.429912639,6.2954019837e-07,3.348784353478571,5.358721154755794,9.480659497535122,1.0
scipy x 41,0.3235671797689738,14.811517547925448,6.11763459291555e-07,2.9051230282922598,5.428548259878678,9.849701379442793,1.0
gekko x 41,0.26070335168,16.429912639,6.2954019837e-07,2.9051230282922598,5.428548259878678,9.849701379442793,1.0
scipy x 42,0.44080373080332913,14.998994184588923,6.262378511122563e-07,2.909995838972324,5.347840934425308,9.986430858167603,1.0
gekko x 42,0.26070335168,16.429912639,6.2954019837e-07,2.909995838972324,5.347840934425308,9.986430858167603,1.0
scipy x 43,0.334984539064008,16.49439789781826,6.306324117811157e-07,3.1165047550245126,5.294645515345941,9.475185137065342,1.0
gekko x 43,0.26070335168,16.429912639,6.2954019837e-07,3.1165047550245126,5.294645515345941,9.475185137065342,1.0
scipy x 44,0.3374409430680995,17.410209023493838,6.621217624801036e-07,3.284446679474494,5.330906816425105,9.452180536429507,1.0
gekko x 44,0.26070335168,16.429912639,6.2954019837e-07,3.284446679474494,5.330906816425105,9.452180536429507,1.0
scipy x 45,0.289448734573483,14.729449027636791,5.777963162314119e-07,2.828848651930261,5.330817501924808,9.598455268757878,1.0
gekko x 45,0.26070335168,16.429912639,6.2954019837e-07,2.828848651930261,5.330817501924808,9.598455268757878,1.0
scipy x 46,0.2232402281856816,16.72370822769597,6.225406659269218e-07,3.1630261278723197,5.4291575760037,9.41848380237027,1.0
gekko x 46,0.26070335168,16.429912639,6.2954019837e-07,3.1630261278723197,5.4291575760037,9.41848380237027,1.0
scipy x 47,0.22127757484564323,17.789069469978767,6.140219735871559e-07,3.2429995528854207,5.311967863127105,9.098006252118784,1.0
gekko x 47,0.26070335168,16.429912639,6.2954019837e-07,3.2429995528854207,5.311967863127105,9.098006252118784,1.0
scipy x 48,-0.02202631620500463,15.711389070579074,4.862721370748337e-07,2.7955641119753736,5.386230025109077,9.021571526986383,1.0
gekko x 48,0.26070335168,16.429912639,6.2954019837e-07,2.7955641119753736,5.386230025109077,9.021571526986383,1.0
scipy x 49,0.06176817443228127,15.389000721185468,5.221935918405752e-07,2.83681312624751,5.409387414259344,9.213743730321283,1.0
gekko x 49,0.26070335168,16.429912639,6.2954019837e-07,2.83681312624751,5.409387414259344,9.213743730321283,1.0
scipy x 50,0.48333632350677075,16.66954526990748,7.045861990894637e-07,3.2503031203738875,5.397939815184748,10.058700748781742,1.0
gekko x 50,0.26070335168,16.429912639,6.2954019837e-07,3.2503031203738875,5.397939815184748,10.058700748781742,1.0
scipy x 51,0.33025275988537056,15.404857069270818,6.35026440339089e-07,3.0187788425957254,5.444371286777131,9.839241715225702,1.0
gekko x 51,0.26070335168,16.429912639,6.2954019837e-07,3.0187788425957254,5.444371286777131,9.839241715225702,1.0
scipy x 52,-0.009281584366890454,15.942200995328694,4.900953899111329e-07,2.821715105566301,5.358806544779223,8.96920552621775,1.0
gekko x 52,0.26070335168,16.429912639,6.2954019837e-07,2.821715105566301,5.358806544779223,8.96920552621775,1.0
scipy x 53,0.5347822121840217,17.813794282826972,7.476637339320963e-07,3.449907109143951,5.3729683399792965,10.065172029750201,1.0
gekko x 53,0.26070335168,16.429912639,6.2954019837e-07,3.449907109143951,5.3729683399792965,10.065172029750201,1.0
scipy x 54,0.08769031102719949,17.53549281995092,5.56674538629592e-07,3.113858168579636,5.360498488262434,8.9524722930537,1.0
gekko x 54,0.26070335168,16.429912639,6.2954019837e-07,3.113858168579636,5.360498488262434,8.9524722930537,1.0
scipy x 55,0.43125028783346675,16.474401624996325,6.805026578017288e-07,3.1954064908963447,5.378216083427867,9.889471907820162,1.0
gekko x 55,0.26070335168,16.429912639,6.2954019837e-07,3.1954064908963447,5.378216083427867,9.889471907820162,1.0
scipy x 56,0.006265520146802943,15.46857591680249,5.066054532472086e-07,2.8217119914701545,5.448755810938351,9.188836195824276,1.0
gekko x 56,0.26070335168,16.429912639,6.2954019837e-07,2.8217119914701545,5.448755810938351,9.188836195824276,1.0
scipy x 57,0.13835894833841578,14.742254661653263,5.524280687103991e-07,2.826867731635315,5.463806729042689,9.508479907933927,1.0
gekko x 57,0.26070335168,16.429912639,6.2954019837e-07,2.826867731635315,5.463806729042689,9.508479907933927,1.0
scipy x 58,0.3827256114521021,16.03580165497064,6.582556797207515e-07,3.1173983325782992,5.3970885305850125,9.83094620830044,1.0
gekko x 58,0.26070335168,16.429912639,6.2954019837e-07,3.1173983325782992,5.3970885305850125,9.83094620830044,1.0
scipy x 59,0.2921469494856311,18.858553737796772,6.652147978038275e-07,3.4507008743037635,5.310720395856628,9.14372262753468,1.0
gekko x 59,0.26070335168,16.429912639,6.2954019837e-07,3.4507008743037635,5.310720395856628,9.14372262753468,1.0
scipy x 60,0.28826036541604105,15.764568439994784,6.359321918701934e-07,3.0750298439269033,5.4672084877066585,9.739215202871819,1.0
gekko x 60,0.26070335168,16.429912639,6.2954019837e-07,3.0750298439269033,5.4672084877066585,9.739215202871819,1.0
scipy x 61,0.12099466031646648,15.288260386240164,5.615876203318626e-07,2.909272715949438,5.487912381812362,9.4613828147656,1.0
gekko x 61,0.26070335168,16.429912639,6.2954019837e-07,2.909272715949438,5.487912381812362,9.4613828147656,1.0
scipy x 62,0.3077374335865506,18.81320638578763,6.760170375124897e-07,3.4682113291971506,5.326680225619673,9.21534534317876,1.0
gekko x 62,0.26070335168,16.429912639,6.2954019837e-07,3.4682113291971506,5.326680225619673,9.21534534317876,1.0
scipy x 63,0.40358028680703917,17.739439096619087,7.210733812240368e-07,3.4342408821494868,5.429256071409018,9.776566592261988,1.0
gekko x 63,0.26070335168,16.429912639,6.2954019837e-07,3.4342408821494868,5.429256071409018,9.776566592261988,1.0
scipy x 64,0.42681692171579183,18.29219591248978,7.178921947457564e-07,3.473807436399654,5.3321364425253455,9.611382808094094,1.0
gekko x 64,0.26070335168,16.429912639,6.2954019837e-07,3.473807436399654,5.3321364425253455,9.611382808094094,1.0
scipy x 65,0.4324904449395299,17.24292818971441,7.421007368737547e-07,3.419287141430865,5.522354770367711,10.082299286129828,1.0
gekko x 65,0.26070335168,16.429912639,6.2954019837e-07,3.419287141430865,5.522354770367711,10.082299286129828,1.0
scipy x 66,0.3577169531927199,14.35151945673537,6.12587062514953e-07,2.8449306468446447,5.4584120751688445,10.030382863861284,1.0
gekko x 66,0.26070335168,16.429912639,6.2954019837e-07,2.8449306468446447,5.4584120751688445,10.030382863861284,1.0
scipy x 67,0.25820696022833656,15.49255914602926,5.889542925607153e-07,2.9445348427875127,5.338334387631051,9.465871643323739,1.0
gekko x 67,0.26070335168,16.429912639,6.2954019837e-07,2.9445348427875127,5.338334387631051,9.465871643323739,1.0
scipy x 68,0.2897104236301312,15.162259075433084,6.156827097577978e-07,2.964366247051459,5.447378405032436,9.76730373358672,1.0
gekko x 68,0.26070335168,16.429912639,6.2954019837e-07,2.964366247051459,5.447378405032436,9.76730373358672,1.0
scipy x 69,0.36783913519599115,16.08565249705655,6.419859951559843e-07,3.0897921693838093,5.3423587823447685,9.686889516522255,1.0
gekko x 69,0.26070335168,16.429912639,6.2954019837e-07,3.0897921693838093,5.3423587823447685,9.686889516522255,1.0
scipy x 70,0.3791245386587884,16.808438729254725,6.801851148008202e-07,3.2507861073686684,5.401312851059728,9.752975397435476,1.0
gekko x 70,0.26070335168,16.429912639,6.2954019837e-07,3.2507861073686684,5.401312851059728,9.752975397435476,1.0
scipy x 71,0.37718713721603053,15.393381525981605,6.196373877578632e-07,2.9616203409954243,5.322454359081146,9.739376401049936,1.0
gekko x 71,0.26070335168,16.429912639,6.2954019837e-07,2.9616203409954243,5.322454359081146,9.739376401049936,1.0
scipy x 72,0.5333710555545045,17.69070165416804,7.289975002148779e-07,3.3941865966640776,5.321284027003143,9.975088238461884,1.0
gekko x 72,0.26070335168,16.429912639,6.2954019837e-07,3.3941865966640776,5.321284027003143,9.975088238461884,1.0
scipy x 73,0.20547867068959674,15.460192016989541,5.94108616564409e-07,2.9752699265032376,5.456957696850002,9.560259894802382,1.0
gekko x 73,0.26070335168,16.429912639,6.2954019837e-07,2.9752699265032376,5.456957696850002,9.560259894802382,1.0
scipy x 74,0.27007744522013116,18.045169305610955,6.85574087917549e-07,3.4324813803877796,5.4929554135881595,9.494442696232495,1.0
gekko x 74,0.26070335168,16.429912639,6.2954019837e-07,3.4324813803877796,5.4929554135881595,9.494442696232495,1.0
scipy x 75,0.3687485737228894,16.965720436292948,7.025137242333912e-07,3.3244199633492473,5.486934903746169,9.862297239545375,1.0
gekko x 75,0.26070335168,16.429912639,6.2954019837e-07,3.3244199633492473,5.486934903746169,9.862297239545375,1.0
scipy x 76,0.27162239732620913,15.38860078916945,6.219632971269973e-07,3.009929205550358,5.475882118579893,9.75219086683775,1.0
gekko x 76,0.26070335168,16.429912639,6.2954019837e-07,3.009929205550358,5.475882118579893,9.75219086683775,1.0
scipy x 77,0.41252247287077837,15.544097166087331,6.350320430899298e-07,2.999228937079242,5.331385218502818,9.83550415706839,1.0
gekko x 77,0.26070335168,16.429912639,6.2954019837e-07,2.999228937079242,5.331385218502818,9.83550415706839,1.0
scipy x 78,0.20876545903795737,18.05909782001429,6.410428034456055e-07,3.344064445314478,5.435015760803378,9.251542718766665,1.0
gekko x 78,0.26070335168,16.429912639,6.2954019837e-07,3.344064445314478,5.435015760803378,9.251542718766665,1.0
scipy x 79,0.40655967315823677,16.285885436615338,6.754915383421497e-07,3.174188966775345,5.408450707623247,9.893308088412468,1.0
gekko x 79,0.26070335168,16.429912639,6.2954019837e-07,3.174188966775345,5.408450707623247,9.893308088412468,1.0
scipy x 80,0.3436834592295045,14.63974247526432,6.071866182647703e-07,2.8682124119966277,5.407627234006462,9.87712901291279,1.0
gekko x 80,0.26070335168,16.429912639,6.2954019837e-07,2.8682124119966277,5.407627234006462,9.87712901291279,1.0
scipy x 81,0.12917820049948528,16.83600021259694,5.618410727117695e-07,3.0502668799256973,5.3388678851139,9.060543073039938,1.0
gekko x 81,0.26070335168,16.429912639,6.2954019837e-07,3.0502668799256973,5.3388678851139,9.060543073039938,1.0
scipy x 82,0.025606831035166016,15.401361888464526,5.198994208699272e-07,2.845237788252977,5.479437581554213,9.275462613218169,1.0
gekko x 82,0.26070335168,16.429912639,6.2954019837e-07,2.845237788252977,5.479437581554213,9.275462613218169,1.0
scipy x 83,0.09437131722444843,16.047863687340634,5.643670371321796e-07,2.997986621618679,5.490601885694684,9.338585751816694,1.0
gekko x 83,0.26070335168,16.429912639,6.2954019837e-07,2.997986621618679,5.490601885694684,9.338585751816694,1.0
scipy x 84,0.17474767034925354,16.969140698498425,6.094763772751911e-07,3.1718623296501476,5.4498973312093,9.323793397943094,1.0
gekko x 84,0.26070335168,16.429912639,6.2954019837e-07,3.1718623296501476,5.4498973312093,9.323793397943094,1.0
scipy x 85,0.47444185952697776,16.14095060084737,6.731884372616899e-07,3.1253632317149074,5.352744421965808,9.994494760961139,1.0
gekko x 85,0.26070335168,16.429912639,6.2954019837e-07,3.1253632317149074,5.352744421965808,9.994494760961139,1.0
scipy x 86,0.24635146615767822,14.857260430794996,5.725479628540716e-07,2.8458941695874698,5.3544724469994245,9.529824623586187,1.0
gekko x 86,0.26070335168,16.429912639,6.2954019837e-07,2.8458941695874698,5.3544724469994245,9.529824623586187,1.0
scipy x 87,0.17647628130776274,18.1358417184127,6.300825534976391e-07,3.3348408522402284,5.453768517388277,9.207125054098345,1.0
gekko x 87,0.26070335168,16.429912639,6.2954019837e-07,3.3348408522402284,5.453768517388277,9.207125054098345,1.0
scipy x 88,0.2777405976510822,18.68455793803872,6.595964848173454e-07,3.425109428438717,5.3278825833515855,9.157358059717362,1.0
gekko x 88,0.26070335168,16.429912639,6.2954019837e-07,3.425109428438717,5.3278825833515855,9.157358059717362,1.0
scipy x 89,0.21221796174514151,19.012735268065377,6.450723192890378e-07,3.4425795689547773,5.385258077508647,9.069388464574455,1.0
gekko x 89,0.26070335168,16.429912639,6.2954019837e-07,3.4425795689547773,5.385258077508647,9.069388464574455,1.0
scipy x 90,0.21478866160774962,14.084265607829932,5.782960921495333e-07,2.795635786642883,5.529843749752706,9.847264855108993,1.0
gekko x 90,0.26070335168,16.429912639,6.2954019837e-07,2.795635786642883,5.529843749752706,9.847264855108993,1.0
scipy x 91,0.5142996025230715,15.523861027332922,6.471845308072581e-07,2.9833340502203196,5.3127389463909775,10.07843861563578,1.0
gekko x 91,0.26070335168,16.429912639,6.2954019837e-07,2.9833340502203196,5.3127389463909775,10.07843861563578,1.0
scipy x 92,0.06982354173614479,18.549847626332927,5.872094224830174e-07,3.2952375193034626,5.490944948565668,9.034012182953832,1.0
gekko x 92,0.26070335168,16.429912639,6.2954019837e-07,3.2952375193034626,5.490944948565668,9.034012182953832,1.0
scipy x 93,0.3171865600550909,15.77814433976623,6.187480430407942e-07,3.022878500694141,5.3479030278690685,9.59634399354049,1.0
gekko x 93,0.26070335168,16.429912639,6.2954019837e-07,3.022878500694141,5.3479030278690685,9.59634399354049,1.0
scipy x 94,0.06842983822851299,15.882910382985123,5.269089674510671e-07,2.8916388619930524,5.376317110144949,9.117981999520598,1.0
gekko x 94,0.26070335168,16.429912639,6.2954019837e-07,2.8916388619930524,5.376317110144949,9.117981999520598,1.0
scipy x 95,0.12713517876202463,17.30233774700191,6.087522878329464e-07,3.2195823502485474,5.527509885322479,9.326441298378864,1.0
gekko x 95,0.26070335168,16.429912639,6.2954019837e-07,3.2195823502485474,5.527509885322479,9.326441298378864,1.0
scipy x 96,0.15394174085863094,18.163995832117003,6.276892578861983e-07,3.3396820837680727,5.492868519325204,9.22516070300472,1.0
gekko x 96,0.26070335168,16.429912639,6.2954019837e-07,3.3396820837680727,5.492868519325204,9.22516070300472,1.0
scipy x 97,0.17787119408716423,18.186549626872928,6.322847962264538e-07,3.3448639157805236,5.456926488127057,9.209723759215304,1.0
gekko x 97,0.26070335168,16.429912639,6.2954019837e-07,3.3448639157805236,5.456926488127057,9.209723759215304,1.0
scipy x 98,0.25980261128485016,16.185334038825836,6.290228400432041e-07,3.111925988691838,5.440201689537301,9.579135957516224,1.0
gekko x 98,0.26070335168,16.429912639,6.2954019837e-07,3.111925988691838,5.440201689537301,9.579135957516224,1.0
scipy x 99,0.39605298490182145,16.573051063124158,6.742456778326226e-07,3.205413111158685,5.381986851814217,9.788193554367613,1.0
gekko x 99,0.26070335168,16.429912639,6.2954019837e-07,3.205413111158685,5.381986851814217,9.788193554367613,1.0
scipy x 100,0.2680052855099825,16.980467276639455,6.390580060266784e-07,3.2120831785766284,5.3932383273795566,9.432496913769574,1.0
gekko x 100,0.26070335168,16.429912639,6.2954019837e-07,3.2120831785766284,5.3932383273795566,9.432496913769574,1.0
scipy x 101,0.058631014941427965,17.560958459158467,5.766673246909188e-07,3.1823254190201835,5.524892084082121,9.177322392628247,1.0
gekko x 101,0.26070335168,16.429912639,6.2954019837e-07,3.1823254190201835,5.524892084082121,9.177322392628247,1.0
scipy x 102,0.5154673016793577,17.57573769744412,7.21799280370306e-07,3.3727040073417256,5.323122800868038,9.933954478345763,1.0
gekko x 102,0.26070335168,16.429912639,6.2954019837e-07,3.3727040073417256,5.323122800868038,9.933954478345763,1.0
scipy x 103,0.43636145691623,16.74328286614627,6.879052832195114e-07,3.238764614006231,5.369391993977683,9.862564686301358,1.0
gekko x 103,0.26070335168,16.429912639,6.2954019837e-07,3.238764614006231,5.369391993977683,9.862564686301358,1.0
scipy x 104,0.37847219697615864,18.052292979077624,7.22228616422467e-07,3.479465571447517,5.441567692047964,9.692599275131627,1.0
gekko x 104,0.26070335168,16.429912639,6.2954019837e-07,3.479465571447517,5.441567692047964,9.692599275131627,1.0
scipy x 105,0.4520817567585701,15.500895728088716,6.464326050143075e-07,3.005048864452567,5.3507007541183365,9.981750360126583,1.0
gekko x 105,0.26070335168,16.429912639,6.2954019837e-07,3.005048864452567,5.3507007541183365,9.981750360126583,1.0
scipy x 106,0.30173048715234807,18.239681453825277,6.79390110726572e-07,3.423498131561164,5.392682522625012,9.37821015910327,1.0
gekko x 106,0.26070335168,16.429912639,6.2954019837e-07,3.423498131561164,5.392682522625012,9.37821015910327,1.0
scipy x 107,0.20737941074534336,17.039025754895572,6.30025863902284e-07,3.2187946690270586,5.466736842204257,9.41434726908166,1.0
gekko x 107,0.26070335168,16.429912639,6.2954019837e-07,3.2187946690270586,5.466736842204257,9.41434726908166,1.0
scipy x 108,0.16278110015071853,14.334666684248488,5.64587532677635e-07,2.808227069699454,5.523216420698454,9.70159162481383,1.0
gekko x 108,0.26070335168,16.429912639,6.2954019837e-07,2.808227069699454,5.523216420698454,9.70159162481383,1.0
scipy x 109,0.031437843400322796,15.84252532442128,5.294788099648992e-07,2.908850707347862,5.478542653135794,9.237449540080183,1.0
gekko x 109,0.26070335168,16.429912639,6.2954019837e-07,2.908850707347862,5.478542653135794,9.237449540080183,1.0
scipy x 110,0.30022132100885907,16.967439929494006,6.366252330163552e-07,3.191950454803562,5.3279395118846455,9.398009424525911,1.0
gekko x 110,0.26070335168,16.429912639,6.2954019837e-07,3.191950454803562,5.3279395118846455,9.398009424525911,1.0
scipy x 111,0.24360871158747147,16.970243347705356,6.513992157624722e-07,3.2516977877040474,5.491878749070462,9.547610027420845,1.0
gekko x 111,0.26070335168,16.429912639,6.2954019837e-07,3.2516977877040474,5.491878749070462,9.547610027420845,1.0
scipy x 112,0.15812084323735107,17.73409108589474,6.168189808621481e-07,3.2692965456013905,5.463263744033456,9.230389964977633,1.0
gekko x 112,0.26070335168,16.429912639,6.2954019837e-07,3.2692965456013905,5.463263744033456,9.230389964977633,1.0
scipy x 113,0.5258448444661348,16.39721318447705,6.78234592764459e-07,3.1427778477882926,5.30296961542499,10.026892277802482,1.0
