sample_1_0	0.2678780586221703
sample_2_0	0.472784859302056
sample_3_0	0.6774931922278133
sample_4_0	0.8820426996640419
sample_5_0	1.0864708470803943
sample_6_0	1.2908129231515748
sample_7_0	1.495102039757341
sample_8_0	1.6993691319825024
sample_9_0	1.903642958116921
sample_10_0	2.1079500996555116
sample_11_0	2.3123149612982417
sample_12_0	2.516759770950131
sample_13_0	2.7213045797212514
sample_14_0	2.9259672619267274
sample_15_0	3.1307635150867363
sample_16_0	3.335706859926509
sample_17_0	3.5408086403763264
sample_18_0	3.7460780235715228
sample_19_0	3.9515219998524853
sample_20_0	4.157145382764654
sample_21_0	4.362950809058522
sample_22_0	4.568938738689633
sample_23_0	4.775107454818583
sample_24_0	4.981453063811023
sample_25_0	5.187969495237655
sample_1_0	0.2678780586221703
sample_2_0	0.472784859302056
sample_3_0	0.6774931922278133
sample_4_0	0.8820426996640419
sample_5_0	1.0864708470803943
sample_6_0	1.2908129231515748
sample_7_0	1.495102039757341
sample_8_0	1.6993691319825024
sample_9_0	1.903642958116921
sample_10_0	2.1079500996555116
sample_11_0	2.3123149612982417
sample_12_0	2.516759770950131
sample_13_0	2.7213045797212514
sample_14_0	2.9259672619267274
sample_15_0	3.1307635150867363
sample_16_0	3.335706859926509
sample_17_0	3.5408086403763264
sample_18_0	3.7460780235715228
sample_19_0	3.9515219998524853
sample_20_0	4.157145382764654
sample_21_0	4.362950809058522
sample_22_0	4.568938738689633
sample_23_0	4.775107454818583
sample_24_0	4.981453063811023
sample_25_0	5.187969495237655
0.2678780586221703	0.472784859302056	0.6774931922278133	0.8820426996640419	1.0864708470803943	1.2908129231515748	1.495102039757341	1.6993691319825024	1.903642958116921	2.1079500996555116	2.3123149612982417	2.516759770950131	2.7213045797212514	2.9259672619267274	3.1307635150867363	3.335706859926509	3.5408086403763264	3.7460780235715228	3.9515219998524853	4.157145382764654	4.362950809058522	4.568938738689633	4.775107454818583	4.981453063811023	5.187969495237655	sample_1_0	0.2678780586221703
sample_2_0	0.472784859302056
sample_3_0	0.6774931922278133
sample_4_0	0.8820426996640419
sample_5_0	1.0864708470803943
sample_6_0	1.2908129231515748
sample_7_0	1.495102039757341
sample_8_0	1.6993691319825024
sample_9_0	1.903642958116921
sample_10_0	2.1079500996555116
sample_11_0	2.3123149612982417
sample_12_0	2.516759770950131
sample_13_0	2.7213045797212514
sample_14_0	2.9259672619267274
sample_15_0	3.1307635150867363
sample_16_0	3.335706859926509
sample_17_0	3.5408086403763264
sample_18_0	3.7460780235715228
sample_19_0	3.9515219998524853
sample_20_0	4.157145382764654
sample_21_0	4.362950809058522
sample_22_0	4.568938738689633
sample_23_0	4.775107454818583
sample_24_0	4.981453063811023
sample_25_0	5.187969495237655
0.2678780586221703	0.472784859302056	0.6774931922278133	0.8820426996640419	1.0864708470803943	1.2908129231515748	1.495102039757341	1.6993691319825024	1.903642958116921	2.1079500996555116	2.3123149612982417	2.516759770950131	2.7213045797212514	2.9259672619267274	3.1307635150867363	3.335706859926509	3.5408086403763264	3.7460780235715228	3.9515219998524853	4.157145382764654	4.362950809058522	4.568938738689633	4.775107454818583	4.981453063811023	5.187969495237655	sample_1_0	0.2678780586221703
sample_2_0	0.472784859302056
sample_3_0	0.6774931922278133
sample_4_0	0.8820426996640419
sample_5_0	1.0864708470803943
sample_6_0	1.2908129231515748
sample_7_0	1.495102039757341
sample_8_0	1.6993691319825024
sample_9_0	1.903642958116921
sample_10_0	2.1079500996555116
sample_11_0	2.3123149612982417
sample_12_0	2.516759770950131
sample_13_0	2.7213045797212514
sample_14_0	2.9259672619267274
sample_15_0	3.1307635150867363
sample_16_0	3.335706859926509
sample_17_0	3.5408086403763264
sample_18_0	3.7460780235715228
sample_19_0	3.9515219998524853
sample_20_0	4.157145382764654
sample_21_0	4.362950809058522
sample_22_0	4.568938738689633
sample_23_0	4.775107454818583
sample_24_0	4.981453063811023
sample_25_0	5.187969495237655
