,alpha,beta,emit,sig1,sig2,sig3,converge
gekko x 20,1.0739077754,7.4850055406,6.1193394736e-07,1.7269973994361878,-2.5605996920657286,4.796272581843757,1.0
scipy x 21,1.2866966562992148,8.187158275175467,6.12935179970434e-07,1.7522439923368016,-2.5448238975476176,5.05210255802365,1.0
gekko x 21,1.0739077754,7.4850055406,6.1193394736e-07,1.7522439923368016,-2.5448238975476176,5.05210255802365,1.0
scipy x 22,0.6453234596848211,6.477043801379128,5.498610972248817e-07,1.6604758271734408,-2.5663351679915833,4.426858676746554,1.0
gekko x 22,1.0739077754,7.4850055406,6.1193394736e-07,1.6604758271734408,-2.5663351679915833,4.426858676746554,1.0
scipy x 23,1.84123041292422,9.880768704975036,5.462885679413692e-07,1.6994549733699913,-2.534470249222458,5.399397558345677,1.0
gekko x 23,1.0739077754,7.4850055406,6.1193394736e-07,1.6994549733699913,-2.534470249222458,5.399397558345677,1.0
scipy x 24,0.9992267391680032,7.390543069080908,6.035503087204233e-07,1.7312489335300199,-2.5367044501393865,4.755187346511819,1.0
gekko x 24,1.0739077754,7.4850055406,6.1193394736e-07,1.7312489335300199,-2.5367044501393865,4.755187346511819,1.0
scipy x 25,1.359901443826074,8.435323934803112,6.153434207972211e-07,1.7653985535156693,-2.5494253000991423,5.124818373856499,1.0
gekko x 25,1.0739077754,7.4850055406,6.1193394736e-07,1.7653985535156693,-2.5494253000991423,5.124818373856499,1.0
scipy x 26,1.22907914119967,7.902637708582829,6.125746380559401e-07,1.7299436804201886,-2.56965288700739,5.047913416551966,1.0
gekko x 26,1.0739077754,7.4850055406,6.1193394736e-07,1.7299436804201886,-2.56965288700739,5.047913416551966,1.0
scipy x 27,0.6206641898693588,6.627385531808432,5.751251427663271e-07,1.7322538064837683,-2.606932548102059,4.4470026156776745,1.0
gekko x 27,1.0739077754,7.4850055406,6.1193394736e-07,1.7322538064837683,-2.606932548102059,4.4470026156776745,1.0
scipy x 28,1.2058531066062104,7.8552362695102556,6.009849049567098e-07,1.7154814690890432,-2.539756271854699,4.968299807169733,1.0
gekko x 28,1.0739077754,7.4850055406,6.1193394736e-07,1.7154814690890432,-2.539756271854699,4.968299807169733,1.0
scipy x 29,0.9395786860175631,7.286625288188735,6.030270812951682e-07,1.739270544077844,-2.5377724240570747,4.690123485296977,1.0
gekko x 29,1.0739077754,7.4850055406,6.1193394736e-07,1.739270544077844,-2.5377724240570747,4.690123485296977,1.0
scipy x 30,0.9005600672817878,7.29566171333895,6.041144193934778e-07,1.7589010897477233,-2.529558925322149,4.624504928603626,1.0
gekko x 30,1.0739077754,7.4850055406,6.1193394736e-07,1.7589010897477233,-2.529558925322149,4.624504928603626,1.0
scipy x 31,0.9126976936589017,7.108297709136706,5.900693046830009e-07,1.7037157253214934,-2.539917958905393,4.6715026883984425,1.0
gekko x 31,1.0739077754,7.4850055406,6.1193394736e-07,1.7037157253214934,-2.539917958905393,4.6715026883984425,1.0
scipy x 32,0.7620634305193211,6.641587206676672,5.862498649736297e-07,1.689143763947993,-2.605592311251443,4.632438933747885,1.0
gekko x 32,1.0739077754,7.4850055406,6.1193394736e-07,1.689143763947993,-2.605592311251443,4.632438933747885,1.0
scipy x 33,1.1287142581681022,7.465888510575566,5.751213532391534e-07,1.6484891061364164,-2.526004039791484,4.870484723192643,1.0
gekko x 33,1.0739077754,7.4850055406,6.1193394736e-07,1.6484891061364164,-2.526004039791484,4.870484723192643,1.0
scipy x 34,0.9633044314875958,7.341103439414639,6.355497410409123e-07,1.784093943907104,-2.6008952402910124,4.833692180068477,1.0
gekko x 34,1.0739077754,7.4850055406,6.1193394736e-07,1.784093943907104,-2.6008952402910124,4.833692180068477,1.0
scipy x 35,1.5020156938548732,9.067860578845597,6.154218619483319e-07,1.8081369042535684,-2.5225722354970137,5.191578996784877,1.0
gekko x 35,1.0739077754,7.4850055406,6.1193394736e-07,1.8081369042535684,-2.5225722354970137,5.191578996784877,1.0
scipy x 36,1.7875469568952869,9.932294688174682,5.807011291209368e-07,1.7792129080645493,-2.534947700761467,5.397467992909591,1.0
gekko x 36,1.0739077754,7.4850055406,6.1193394736e-07,1.7792129080645493,-2.534947700761467,5.397467992909591,1.0
scipy x 37,1.7038205919465617,9.35697942770023,5.698060476892945e-07,1.708021693674417,-2.5658160496359628,5.386381507052673,1.0
gekko x 37,1.0739077754,7.4850055406,6.1193394736e-07,1.708021693674417,-2.5658160496359628,5.386381507052673,1.0
scipy x 38,1.4278172776200415,8.339709175523852,6.010490217081265e-07,1.7027170524159232,-2.6083758952598965,5.283372146968637,1.0
gekko x 38,1.0739077754,7.4850055406,6.1193394736e-07,1.7027170524159232,-2.6083758952598965,5.283372146968637,1.0
scipy x 39,1.4763022879393575,8.336001665021106,5.818363400692533e-07,1.6556927116281235,-2.6176940670162763,5.326779347215604,1.0
gekko x 39,1.0739077754,7.4850055406,6.1193394736e-07,1.6556927116281235,-2.6176940670162763,5.326779347215604,1.0
scipy x 40,1.7637759634277077,9.59343517027712,5.546605667165755e-07,1.6982285082459754,-2.538147150715115,5.364794036999713,1.0
gekko x 40,1.0739077754,7.4850055406,6.1193394736e-07,1.6982285082459754,-2.538147150715115,5.364794036999713,1.0
scipy x 41,1.1652359509192682,7.99344792459332,6.312399319881883e-07,1.797482157193917,-2.5426060953962684,4.9336384152210355,1.0
gekko x 41,1.0739077754,7.4850055406,6.1193394736e-07,1.797482157193917,-2.5426060953962684,4.9336384152210355,1.0
scipy x 42,0.9187098561588951,7.089850560744752,6.043773838530131e-07,1.7186942219280343,-2.5760646384526815,4.746587848105965,1.0
gekko x 42,1.0739077754,7.4850055406,6.1193394736e-07,1.7186942219280343,-2.5760646384526815,4.746587848105965,1.0
scipy x 43,0.9172303691749918,7.106147739998431,6.148495263785314e-07,1.7368039250850473,-2.594375840172476,4.777498373828489,1.0
gekko x 43,1.0739077754,7.4850055406,6.1193394736e-07,1.7368039250850473,-2.594375840172476,4.777498373828489,1.0
scipy x 44,1.171960811991815,7.8939814895642435,6.044940132862193e-07,1.7405619744739211,-2.5149281214952834,4.887876539192591,1.0
gekko x 44,1.0739077754,7.4850055406,6.1193394736e-07,1.7405619744739211,-2.5149281214952834,4.887876539192591,1.0
scipy x 45,1.4354188892532656,8.53735850658497,6.008958642324505e-07,1.7306119893516596,-2.562911483395366,5.206513414605654,1.0
gekko x 45,1.0739077754,7.4850055406,6.1193394736e-07,1.7306119893516596,-2.562911483395366,5.206513414605654,1.0
scipy x 46,1.7258712425275282,9.649085708618015,5.795272937574597e-07,1.7580654578900667,-2.535227617871188,5.3557028422788555,1.0
gekko x 46,1.0739077754,7.4850055406,6.1193394736e-07,1.7580654578900667,-2.535227617871188,5.3557028422788555,1.0
scipy x 47,1.3401292590427747,8.11112363387724,5.698589931259936e-07,1.656869702909015,-2.517000508232266,5.034346599299828,1.0
gekko x 47,1.0739077754,7.4850055406,6.1193394736e-07,1.656869702909015,-2.517000508232266,5.034346599299828,1.0
scipy x 48,0.9486689531879828,7.369598745065967,6.28339747409436e-07,1.7848941583158786,-2.5757609394610745,4.7667901623040185,1.0
gekko x 48,1.0739077754,7.4850055406,6.1193394736e-07,1.7848941583158786,-2.5757609394610745,4.7667901623040185,1.0
scipy x 49,0.7545622430001583,6.986148027860061,6.045917379690713e-07,1.7736271812433055,-2.5822113310028416,4.54830947331953,1.0
gekko x 49,1.0739077754,7.4850055406,6.1193394736e-07,1.7736271812433055,-2.5822113310028416,4.54830947331953,1.0
scipy x 50,1.5043717622678248,8.586929867245114,5.967269970244995e-07,1.7052860338617415,-2.6113745326046343,5.344840942029135,1.0
gekko x 50,1.0739077754,7.4850055406,6.1193394736e-07,1.7052860338617415,-2.6113745326046343,5.344840942029135,1.0
scipy x 51,1.149230972482654,7.347913044706064,5.955746106260926e-07,1.6499067200168531,-2.615031050176717,5.060948074550791,1.0
gekko x 51,1.0739077754,7.4850055406,6.1193394736e-07,1.6499067200168531,-2.615031050176717,5.060948074550791,1.0
scipy x 52,0.7136380615000278,6.733665816382078,5.643980304122803e-07,1.6923756785135733,-2.542725439975954,4.44902586622182,1.0
gekko x 52,1.0739077754,7.4850055406,6.1193394736e-07,1.6923756785135733,-2.542725439975954,4.44902586622182,1.0
scipy x 53,0.7650204287121841,7.115668155687374,5.954365715579295e-07,1.7758374678279671,-2.539639380787628,4.4745377322849915,1.0
gekko x 53,1.0739077754,7.4850055406,6.1193394736e-07,1.7758374678279671,-2.539639380787628,4.4745377322849915,1.0
scipy x 54,1.2457089144437359,7.7637173068656615,6.077771356236597e-07,1.6939705690560398,-2.6082978245432873,5.135483926062143,1.0
gekko x 54,1.0739077754,7.4850055406,6.1193394736e-07,1.6939705690560398,-2.6082978245432873,5.135483926062143,1.0
scipy x 55,1.6004158343176438,9.146247802187313,5.769732628957847e-07,1.7255526828213816,-2.521870702840191,5.243187251212955,1.0
gekko x 55,1.0739077754,7.4850055406,6.1193394736e-07,1.7255526828213816,-2.521870702840191,5.243187251212955,1.0
scipy x 56,0.7242356607528113,7.072056199015621,5.790074464227956e-07,1.7617643198535602,-2.517829502430422,4.384338719483951,1.0
gekko x 56,1.0739077754,7.4850055406,6.1193394736e-07,1.7617643198535602,-2.517829502430422,4.384338719483951,1.0
scipy x 57,1.3483208743762454,8.206531268155938,6.054232418193999e-07,1.7196667992656787,-2.576780512786583,5.163275735767229,1.0
gekko x 57,1.0739077754,7.4850055406,6.1193394736e-07,1.7196667992656787,-2.576780512786583,5.163275735767229,1.0
scipy x 58,1.6393961748872683,9.143330208664485,5.677852158727431e-07,1.696837918864393,-2.545052064420768,5.304998730559475,1.0
gekko x 58,1.0739077754,7.4850055406,6.1193394736e-07,1.696837918864393,-2.545052064420768,5.304998730559475,1.0
scipy x 59,1.2540467544438527,8.019276905136094,6.336233506020243e-07,1.7679504069700231,-2.603459508559484,5.137720716286257,1.0
gekko x 59,1.0739077754,7.4850055406,6.1193394736e-07,1.7679504069700231,-2.603459508559484,5.137720716286257,1.0
scipy x 60,0.8870331165763177,7.168411895850327,6.01619286679343e-07,1.7409065553061098,-2.546808679883775,4.647648192692408,1.0
gekko x 60,1.0739077754,7.4850055406,6.1193394736e-07,1.7409065553061098,-2.546808679883775,4.647648192692408,1.0
scipy x 61,1.1874937453781031,7.950964344670758,6.383226904852551e-07,1.7913118588251522,-2.581043611863918,5.031529491050758,1.0
gekko x 61,1.0739077754,7.4850055406,6.1193394736e-07,1.7913118588251522,-2.581043611863918,5.031529491050758,1.0
scipy x 62,1.3119567734850401,7.978217568747753,5.898750748830171e-07,1.6760344864543195,-2.5703201662245347,5.1164624440975555,1.0
gekko x 62,1.0739077754,7.4850055406,6.1193394736e-07,1.6760344864543195,-2.5703201662245347,5.1164624440975555,1.0
scipy x 63,0.9319669201466749,7.191340458232782,6.138241456158057e-07,1.7427295688848867,-2.578211617731396,4.761028622790471,1.0
gekko x 63,1.0739077754,7.4850055406,6.1193394736e-07,1.7427295688848867,-2.578211617731396,4.761028622790471,1.0
scipy x 64,0.7552445654834073,6.851920867957714,6.011488023292219e-07,1.7470825732502766,-2.598533296094279,4.591443377479231,1.0
gekko x 64,1.0739077754,7.4850055406,6.1193394736e-07,1.7470825732502766,-2.598533296094279,4.591443377479231,1.0
scipy x 65,0.683853814574673,6.5736941724497076,5.601313434204295e-07,1.6741493132746794,-2.56550066112245,4.4656559101554265,1.0
gekko x 65,1.0739077754,7.4850055406,6.1193394736e-07,1.6741493132746794,-2.56550066112245,4.4656559101554265,1.0
scipy x 66,0.9967868585044496,7.2042469685619155,5.779333962605101e-07,1.6658938398462018,-2.521821499520079,4.732180454045822,1.0
gekko x 66,1.0739077754,7.4850055406,6.1193394736e-07,1.6658938398462018,-2.521821499520079,4.732180454045822,1.0
scipy x 67,0.6862818565364074,6.909199784184327,5.774068850160625e-07,1.750614367551647,-2.548302153452317,4.403007751414938,1.0
gekko x 67,1.0739077754,7.4850055406,6.1193394736e-07,1.750614367551647,-2.548302153452317,4.403007751414938,1.0
scipy x 68,0.9247335834015099,7.32784067971521,6.072242109624301e-07,1.7582071977093998,-2.534558974586682,4.6627503636219565,1.0
gekko x 68,1.0739077754,7.4850055406,6.1193394736e-07,1.7582071977093998,-2.534558974586682,4.6627503636219565,1.0
scipy x 69,0.8673705971288512,7.129515398963504,6.128341521484876e-07,1.7593454209507182,-2.5750149338132204,4.676157503584787,1.0
gekko x 69,1.0739077754,7.4850055406,6.1193394736e-07,1.7593454209507182,-2.5750149338132204,4.676157503584787,1.0
scipy x 70,0.8078764741175762,6.8012426451478865,6.028425227253243e-07,1.7183536393758543,-2.6123488680079165,4.691123432630744,1.0
gekko x 70,1.0739077754,7.4850055406,6.1193394736e-07,1.7183536393758543,-2.6123488680079165,4.691123432630744,1.0
scipy x 71,0.6380074172228538,6.78389612207152,5.762220489639649e-07,1.7503909467167895,-2.579313317774235,4.40478343964967,1.0
gekko x 71,1.0739077754,7.4850055406,6.1193394736e-07,1.7503909467167895,-2.579313317774235,4.40478343964967,1.0
scipy x 72,0.8716014594356467,7.110772020140371,6.25915532762847e-07,1.773132223694764,-2.606732997655002,4.740841614601537,1.0
gekko x 72,1.0739077754,7.4850055406,6.1193394736e-07,1.773132223694764,-2.606732997655002,4.740841614601537,1.0
scipy x 73,0.7812982324292959,6.869508609309373,5.680515363098399e-07,1.6899472665316921,-2.521900992436002,4.488741000429612,1.0
gekko x 73,1.0739077754,7.4850055406,6.1193394736e-07,1.6899472665316921,-2.521900992436002,4.488741000429612,1.0
scipy x 74,0.7315989550477303,6.485398312426495,5.711675418710153e-07,1.6559342474682723,-2.6026941062060422,4.601464079287706,1.0
gekko x 74,1.0739077754,7.4850055406,6.1193394736e-07,1.6559342474682723,-2.6026941062060422,4.601464079287706,1.0
scipy x 75,0.9583015086005383,7.1496616284966725,5.805639260737214e-07,1.6772240792951991,-2.524511531950232,4.695582587372514,1.0
gekko x 75,1.0739077754,7.4850055406,6.1193394736e-07,1.6772240792951991,-2.524511531950232,4.695582587372514,1.0
scipy x 76,0.7035229351245977,6.7834928772821,5.550512368563522e-07,1.6901641877599485,-2.514759987220393,4.381694847286968,1.0
gekko x 76,1.0739077754,7.4850055406,6.1193394736e-07,1.6901641877599485,-2.514759987220393,4.381694847286968,1.0
scipy x 77,0.7297761873052054,6.967523772562363,5.864330600607516e-07,1.7545376411166462,-2.5496073053809196,4.458734362156862,1.0
gekko x 77,1.0739077754,7.4850055406,6.1193394736e-07,1.7545376411166462,-2.5496073053809196,4.458734362156862,1.0
scipy x 78,0.9238414113477956,6.837176000840808,5.899219333627042e-07,1.6553305915524723,-2.602708725715706,4.815217578841294,1.0
gekko x 78,1.0739077754,7.4850055406,6.1193394736e-07,1.6553305915524723,-2.602708725715706,4.815217578841294,1.0
scipy x 79,0.9740367163725289,7.031327986764539,5.886117529108895e-07,1.663208403577785,-2.5747989341161515,4.812437062985644,1.0
gekko x 79,1.0739077754,7.4850055406,6.1193394736e-07,1.663208403577785,-2.5747989341161515,4.812437062985644,1.0
scipy x 80,1.369220875356239,8.298732992612564,5.88925392117865e-07,1.7021989538542415,-2.5366254216596347,5.10055071345901,1.0
gekko x 80,1.0739077754,7.4850055406,6.1193394736e-07,1.7021989538542415,-2.5366254216596347,5.10055071345901,1.0
scipy x 81,1.5309714750541166,8.672948017752027,5.54455345472255e-07,1.6467409452921933,-2.522197097574015,5.179957346218756,1.0
gekko x 81,1.0739077754,7.4850055406,6.1193394736e-07,1.6467409452921933,-2.522197097574015,5.179957346218756,1.0
scipy x 82,1.0338698574359482,7.1447118085231685,6.044627121543754e-07,1.6781521576271516,-2.611428043418205,4.943252240687238,1.0
gekko x 82,1.0739077754,7.4850055406,6.1193394736e-07,1.6781521576271516,-2.611428043418205,4.943252240687238,1.0
scipy x 83,1.0394571896291025,7.320424235748689,5.832795563303099e-07,1.6741238950797743,-2.526871292800552,4.78462550615485,1.0
gekko x 83,1.0739077754,7.4850055406,6.1193394736e-07,1.6741238950797743,-2.526871292800552,4.78462550615485,1.0
scipy x 84,0.6446496874330807,6.606504493029187,5.575327205149073e-07,1.692102783232838,-2.562680389471947,4.405602314304066,1.0
gekko x 84,1.0739077754,7.4850055406,6.1193394736e-07,1.692102783232838,-2.562680389471947,4.405602314304066,1.0
scipy x 85,0.7562865464018358,6.910914933598176,5.989043935492297e-07,1.7526838865403742,-2.5830077971757377,4.559661235976463,1.0
gekko x 85,1.0739077754,7.4850055406,6.1193394736e-07,1.7526838865403742,-2.5830077971757377,4.559661235976463,1.0
scipy x 86,1.4625732326762408,8.66045881515621,6.106233716084604e-07,1.7531796156121269,-2.5781049023180542,5.25999337297617,1.0
gekko x 86,1.0739077754,7.4850055406,6.1193394736e-07,1.7531796156121269,-2.5781049023180542,5.25999337297617,1.0
scipy x 87,0.7512706160106282,6.531097288014961,5.721513829763447e-07,1.6559928470231065,-2.5957798609325584,4.610516493930214,1.0
gekko x 87,1.0739077754,7.4850055406,6.1193394736e-07,1.6559928470231065,-2.5957798609325584,4.610516493930214,1.0
scipy x 88,1.5334814664886487,8.630118155756051,5.762948443287365e-07,1.6713000919840013,-2.5857904301007255,5.308346179734344,1.0
gekko x 88,1.0739077754,7.4850055406,6.1193394736e-07,1.6713000919840013,-2.5857904301007255,5.308346179734344,1.0
scipy x 89,1.6074895655222148,9.102173811579899,5.975805665023158e-07,1.746634020293856,-2.5860658710919098,5.375813865734816,1.0
gekko x 89,1.0739077754,7.4850055406,6.1193394736e-07,1.746634020293856,-2.5860658710919098,5.375813865734816,1.0
scipy x 90,0.652438334238115,6.871168835818301,6.025742981788207e-07,1.7972410455790246,-2.6192922843693798,4.482578789334703,1.0
gekko x 90,1.0739077754,7.4850055406,6.1193394736e-07,1.7972410455790246,-2.6192922843693798,4.482578789334703,1.0
scipy x 91,1.2024020083008864,8.05674123203069,6.302455560889891e-07,1.7907437790958305,-2.5496676265726053,4.984460902931291,1.0
gekko x 91,1.0739077754,7.4850055406,6.1193394736e-07,1.7907437790958305,-2.5496676265726053,4.984460902931291,1.0
scipy x 92,1.0403141306009906,7.105040536138845,5.876095058631368e-07,1.645475245438605,-2.5880073609551166,4.906426468549552,1.0
gekko x 92,1.0739077754,7.4850055406,6.1193394736e-07,1.645475245438605,-2.5880073609551166,4.906426468549552,1.0
scipy x 93,1.8504731087586082,9.867775875857447,5.438645133930627e-07,1.6905711052975754,-2.543405650463992,5.417910146975886,1.0
gekko x 93,1.0739077754,7.4850055406,6.1193394736e-07,1.6905711052975754,-2.543405650463992,5.417910146975886,1.0
scipy x 94,0.9953571427895654,7.354131551391936,6.070196682568787e-07,1.7320356817925233,-2.5503849478581757,4.777904550107652,1.0
gekko x 94,1.0739077754,7.4850055406,6.1193394736e-07,1.7320356817925233,-2.5503849478581757,4.777904550107652,1.0
scipy x 95,0.8571120771133214,6.870600209334614,5.92182230488598e-07,1.6927849253677765,-2.581679238811767,4.6938867225213805,1.0
gekko x 95,1.0739077754,7.4850055406,6.1193394736e-07,1.6927849253677765,-2.581679238811767,4.6938867225213805,1.0
scipy x 96,0.6998872526236042,6.912216599050476,6.119138071990983e-07,1.796648672680231,-2.619500737153442,4.5448753654414755,1.0
gekko x 96,1.0739077754,7.4850055406,6.1193394736e-07,1.796648672680231,-2.619500737153442,4.5448753654414755,1.0
scipy x 97,0.9509146476388848,7.226655956597566,5.96718937574511e-07,1.715829674111865,-2.540274767079537,4.712153054533843,1.0
gekko x 97,1.0739077754,7.4850055406,6.1193394736e-07,1.715829674111865,-2.540274767079537,4.712153054533843,1.0
scipy x 98,0.6490151309535823,6.3664890793285815,5.653143282524508e-07,1.6648728353138962,-2.62103286571402,4.53781566927305,1.0
gekko x 98,1.0739077754,7.4850055406,6.1193394736e-07,1.6648728353138962,-2.62103286571402,4.53781566927305,1.0
scipy x 99,1.130550883539796,7.673701073118819,6.046629050249318e-07,1.7229199351825648,-2.540899239696961,4.8992042110700424,1.0
gekko x 99,1.0739077754,7.4850055406,6.1193394736e-07,1.7229199351825648,-2.540899239696961,4.8992042110700424,1.0
scipy x 100,0.8446414006809068,7.205974645685328,6.077074335070652e-07,1.7739056244232134,-2.547484834239832,4.589631787384867,1.0
gekko x 100,1.0739077754,7.4850055406,6.1193394736e-07,1.7739056244232134,-2.547484834239832,4.589631787384867,1.0
scipy x 101,0.8721738135142648,7.1843818742511765,5.889351322706667e-07,1.7312597106649446,-2.514452987358187,4.5682504256172685,1.0
gekko x 101,1.0739077754,7.4850055406,6.1193394736e-07,1.7312597106649446,-2.514452987358187,4.5682504256172685,1.0
scipy x 102,0.5904409513687507,6.6388916583091016,5.67822411372374e-07,1.7360406088217024,-2.600142048113704,4.39362198729927,1.0
gekko x 102,1.0739077754,7.4850055406,6.1193394736e-07,1.7360406088217024,-2.600142048113704,4.39362198729927,1.0
scipy x 103,1.0920279346368629,7.503664973196286,6.120703296508204e-07,1.7222608562341222,-2.5737706245403187,4.925402919229536,1.0
gekko x 103,1.0739077754,7.4850055406,6.1193394736e-07,1.7222608562341222,-2.5737706245403187,4.925402919229536,1.0
scipy x 104,0.824074865855361,6.618503850452213,5.8814352245117e-07,1.6609786242703293,-2.620601728390358,4.7403771758593996,1.0
gekko x 104,1.0739077754,7.4850055406,6.1193394736e-07,1.6609786242703293,-2.620601728390358,4.7403771758593996,1.0
scipy x 105,0.8218832876978546,7.050825729917166,6.074228308692269e-07,1.7587258043256189,-2.5744905552270763,4.62082206626989,1.0
gekko x 105,1.0739077754,7.4850055406,6.1193394736e-07,1.7587258043256189,-2.5744905552270763,4.62082206626989,1.0
scipy x 106,1.3793430575494614,8.24782092506921,6.164085464165122e-07,1.729212162706073,-2.6182470618065072,5.269149753783452,1.0
gekko x 106,1.0739077754,7.4850055406,6.1193394736e-07,1.729212162706073,-2.6182470618065072,5.269149753783452,1.0
scipy x 107,1.2391785712127672,8.100922835739967,6.111003120764067e-07,1.755297213485472,-2.525724981825827,4.972200696354639,1.0
gekko x 107,1.0739077754,7.4850055406,6.1193394736e-07,1.755297213485472,-2.525724981825827,4.972200696354639,1.0
scipy x 108,0.6555747409731872,6.684366333548377,5.568493873882964e-07,1.698223077527354,-2.5455949332481054,4.382045378120377,1.0
gekko x 108,1.0739077754,7.4850055406,6.1193394736e-07,1.698223077527354,-2.5455949332481054,4.382045378120377,1.0
scipy x 109,0.8814232008163059,7.237238759898278,6.303744200237202e-07,1.7956339749359322,-2.592349103191836,4.7180645237790095,1.0
